DIP-137E DIP-25N 
DIP-92435E DIP-854N DIP-1039N 
DIP-92436E DIP-1039N DIP-2340N 
DIP-92437E DIP-1039N DIP-2251N 
DIP-92438E DIP-1023N DIP-3010N 
DIP-92439E DIP-5561N DIP-3010N 
DIP-92445E DIP-213N DIP-3010N 
DIP-92470E DIP-862N DIP-14N 
DIP-92482E DIP-4313N DIP-1234N 
DIP-92447E DIP-1605N DIP-3010N 
DIP-92448E DIP-3010N DIP-2292N 
DIP-92449E DIP-2333N DIP-1223N 
DIP-92450E DIP-1223N DIP-4891N 
DIP-92451E DIP-1223N DIP-5357N 
DIP-92452E DIP-2392N DIP-1223N 
DIP-92454E DIP-1223N DIP-4162N 
DIP-92455E DIP-1223N DIP-6773N 
DIP-92457E DIP-2266N DIP-1223N 
DIP-92459E DIP-411N DIP-1223N 
DIP-92460E DIP-1223N DIP-4304N 
DIP-92461E DIP-1951N DIP-1223N 
DIP-92462E DIP-2954N DIP-1223N 
DIP-92463E DIP-862N DIP-2704N 
DIP-92464E DIP-862N DIP-4891N 
DIP-92465E DIP-5357N DIP-862N 
DIP-92466E DIP-862N DIP-2515N 
DIP-92467E DIP-7648N DIP-862N 
DIP-92468E DIP-862N DIP-2392N 
DIP-92469E DIP-862N DIP-7880N 
DIP-92471E DIP-862N DIP-7215N 
DIP-92472E DIP-5377N DIP-2704N 
DIP-92473E DIP-411N DIP-2704N 
DIP-92474E DIP-2250N DIP-2704N 
DIP-92475E DIP-7648N DIP-2321N 
DIP-92476E DIP-2321N DIP-2356N 
DIP-92477E DIP-411N DIP-2321N 
DIP-92478E DIP-2250N DIP-5138N 
DIP-92479E DIP-2340N DIP-5138N 
DIP-92480E DIP-2251N DIP-5138N 
DIP-92483E DIP-1234N DIP-4911N 
DIP-92484E DIP-1524N DIP-1234N 
DIP-92486E DIP-2262N DIP-1234N 
DIP-92487E DIP-1234N DIP-5687N 
DIP-92488E DIP-1234N DIP-6472N 
DIP-92489E DIP-6773N DIP-1234N 
DIP-92491E DIP-1605N DIP-1234N 
DIP-92492E DIP-1234N DIP-2266N 
DIP-92493E DIP-4304N DIP-1234N 
DIP-92494E DIP-8852N DIP-1234N 
DIP-92495E DIP-4571N DIP-1234N 
DIP-92496E DIP-1234N DIP-2292N 
DIP-92497E DIP-2281N DIP-4053N 
DIP-92498E DIP-2281N DIP-6753N 
DIP-92499E DIP-2281N DIP-6758N 
DIP-92500E DIP-2697N DIP-2281N 
DIP-92044E DIP-1198N DIP-5224N 
DIP-92124E DIP-2217N DIP-2611N 
DIP-92204E DIP-7880N DIP-5008N 
DIP-92283E DIP-2395N DIP-5656N 
DIP-92361E DIP-4597N DIP-853N 
DIP-92440E DIP-4702N DIP-3010N 
DIP-92042E DIP-4891N DIP-1198N 
DIP-92164E DIP-6465N DIP-4911N 
DIP-92242E DIP-5945N DIP-764N 
DIP-92353E DIP-1656N DIP-2972N 
DIP-92432E DIP-1039N DIP-4638N 
DIP-92017E DIP-1189N DIP-7215N 
DIP-92040E DIP-1198N DIP-4080N 
DIP-92081E DIP-2250N DIP-4965N 
DIP-92105E DIP-5448N DIP-2292N 
DIP-92128E DIP-2704N DIP-2217N 
DIP-92171E DIP-3988N DIP-4825N 
DIP-92194E DIP-5008N DIP-3025N 
DIP-92217E DIP-5008N DIP-2340N 
DIP-92278E DIP-2972N DIP-5656N 
DIP-92305E DIP-2522N DIP-7215N 
DIP-92343E DIP-673N DIP-411N 
DIP-92367E DIP-853N DIP-1605N 
DIP-92431E DIP-14N DIP-1039N 
DIP-92456E DIP-18N DIP-1223N 
DIP-92481E DIP-3025N DIP-1234N 
DIP-92064E DIP-3028N DIP-4965N 
DIP-92152E DIP-2217N DIP-6425N 
DIP-92240E DIP-5945N DIP-7880N 
DIP-92255E DIP-4472N DIP-4911N 
DIP-92328E DIP-673N DIP-1524N 
DIP-92416E DIP-3025N DIP-589N 
DIP-92012E DIP-1189N DIP-8852N 
DIP-92057E DIP-4304N DIP-1198N 
DIP-92066E DIP-4965N DIP-2279N 
DIP-92076E DIP-4322N DIP-4965N 
DIP-92095E DIP-5448N DIP-2392N 
DIP-92137E DIP-2217N DIP-5377N 
DIP-92154E DIP-411N DIP-2217N 
DIP-92174E DIP-2236N DIP-5561N 
DIP-92243E DIP-1714N DIP-5945N 
DIP-92252E DIP-4313N DIP-4472N 
DIP-92295E DIP-3988N DIP-2522N 
DIP-92327E DIP-673N DIP-525N 
DIP-92330E DIP-7648N DIP-673N 
DIP-92375E DIP-6260N DIP-1229N 
DIP-92390E DIP-525N DIP-5116N 
DIP-92406E DIP-5728N DIP-411N 
DIP-92418E DIP-5377N DIP-589N 
DIP-92453E DIP-1223N DIP-7880N 
DIP-92458E DIP-2254N DIP-1223N 
DIP-92485E DIP-1234N DIP-7648N 
DIP-92046E DIP-3988N DIP-1198N 
DIP-92125E DIP-3025N DIP-2217N 
DIP-92205E DIP-41N DIP-5008N 
DIP-92216E DIP-854N DIP-5008N 
DIP-92284E DIP-5656N DIP-411N 
DIP-92362E DIP-4702N DIP-853N 
DIP-92441E DIP-1524N DIP-3010N 
DIP-92029E DIP-2380N DIP-1195N 
DIP-92048E DIP-1198N DIP-4376N 
DIP-92049E DIP-1198N DIP-2356N 
DIP-92053E DIP-18N DIP-1198N 
DIP-92063E DIP-4965N DIP-3025N 
DIP-92074E DIP-3859N DIP-4965N 
DIP-92127E DIP-2217N DIP-6341N 
DIP-92129E DIP-2217N DIP-7970N 
DIP-92130E DIP-1023N DIP-2217N 
DIP-92135E DIP-2217N DIP-2515N 
DIP-92206E DIP-5008N DIP-1714N 
DIP-92209E DIP-5008N DIP-4322N 
DIP-92211E DIP-5008N DIP-4638N 
DIP-92269E DIP-2537N DIP-4472N 
DIP-92297E DIP-7648N DIP-2522N 
DIP-92299E DIP-7880N DIP-2522N 
DIP-92300E DIP-979N DIP-2522N 
DIP-92339E DIP-673N DIP-4322N 
DIP-92363E DIP-853N DIP-6260N 
DIP-92364E DIP-3988N DIP-853N 
DIP-92369E DIP-853N DIP-2602N 
DIP-92389E DIP-2333N DIP-5116N 
DIP-92442E DIP-6463N DIP-3010N 
DIP-92443E DIP-7880N DIP-3010N 
DIP-92444E DIP-6472N DIP-3010N 
DIP-92210E DIP-5008N DIP-14N 
DIP-92505E DIP-7648N DIP-2281N 
DIP-92533E DIP-979N DIP-1235N 
DIP-92546E DIP-411N DIP-5630N 
DIP-92564E DIP-7648N DIP-5915N 
DIP-92594E DIP-4702N DIP-1038N 
DIP-92595E DIP-6315N DIP-1038N 
DIP-92609E DIP-4313N DIP-536N 
DIP-92681E DIP-1277N DIP-1605N 
DIP-92684E DIP-6631N DIP-6260N 
DIP-92716E DIP-6472N DIP-2319N 
DIP-92827E DIP-7880N DIP-1423N 
DIP-92858E DIP-411N DIP-4281N 
DIP-92864E DIP-14N DIP-3856N 
DIP-92905E DIP-1263N DIP-1524N 
DIP-92935E DIP-8324N DIP-1750N 
DIP-92945E DIP-2619N DIP-6267N 
DIP-92977E DIP-4891N DIP-1185N 
DIP-92597E DIP-1038N DIP-7880N 
DIP-92640E DIP-197N DIP-1605N 
DIP-92670E DIP-6435N DIP-2251N 
DIP-92741E DIP-14N DIP-3817N 
DIP-92816E DIP-5037N DIP-7648N 
DIP-92893E DIP-3821N DIP-2972N 
DIP-92966E DIP-6773N DIP-2343N 
DIP-92501E DIP-4911N DIP-2281N 
DIP-92507E DIP-5687N DIP-2281N 
DIP-92508E DIP-7880N DIP-2281N 
DIP-92509E DIP-6472N DIP-2281N 
DIP-92510E DIP-6773N DIP-2281N 
DIP-92511E DIP-2281N DIP-4978N 
DIP-92512E DIP-1605N DIP-2281N 
DIP-92513E DIP-6667N DIP-2281N 
DIP-92514E DIP-2281N DIP-2266N 
DIP-92515E DIP-3916N DIP-2281N 
DIP-92516E DIP-2254N DIP-2281N 
DIP-92523E DIP-1235N DIP-3025N 
DIP-92524E DIP-1235N DIP-3028N 
DIP-92525E DIP-2704N DIP-1235N 
DIP-92526E DIP-2333N DIP-1235N 
DIP-92527E DIP-1235N DIP-2515N 
DIP-92528E DIP-7648N DIP-1235N 
DIP-92530E DIP-1235N DIP-6782N 
DIP-92532E DIP-2619N DIP-1235N 
DIP-92535E DIP-2395N DIP-1235N 
DIP-92536E DIP-411N DIP-1235N 
DIP-92537E DIP-1235N DIP-2250N 
DIP-92538E DIP-8852N DIP-1235N 
DIP-92539E DIP-1235N DIP-5635N 
DIP-92540E DIP-854N DIP-1235N 
DIP-92541E DIP-2340N DIP-1235N 
DIP-92542E DIP-2206N DIP-1235N 
DIP-92543E DIP-1235N DIP-2292N 
DIP-92544E DIP-1235N DIP-2251N 
DIP-92545E DIP-6341N DIP-5630N 
DIP-92547E DIP-2250N DIP-5630N 
DIP-92548E DIP-8852N DIP-5630N 
DIP-92549E DIP-5630N DIP-2251N 
DIP-92550E DIP-5630N DIP-3025N 
DIP-92551E DIP-3028N DIP-5630N 
DIP-92553E DIP-5630N DIP-2333N 
DIP-92554E DIP-525N DIP-5630N 
DIP-92555E DIP-1102N DIP-5630N 
DIP-92556E DIP-5630N DIP-41N 
DIP-92557E DIP-5630N DIP-6667N 
DIP-92558E DIP-4001N DIP-5630N 
DIP-92559E DIP-4534N DIP-5630N 
DIP-92560E DIP-2292N DIP-5630N 
DIP-92561E DIP-6753N DIP-5915N 
DIP-92562E DIP-5915N DIP-6758N 
DIP-92565E DIP-5915N DIP-7880N 
DIP-92566E DIP-5915N DIP-1605N 
DIP-92567E DIP-5915N DIP-411N 
DIP-92568E DIP-5915N DIP-8852N 
DIP-92570E DIP-1253N DIP-2251N 
DIP-92571E DIP-1253N DIP-310N 
DIP-92572E DIP-7880N DIP-1253N 
DIP-92573E DIP-1253N DIP-2619N 
DIP-92574E DIP-4322N DIP-1253N 
DIP-92575E DIP-14N DIP-1253N 
DIP-92576E DIP-1253N DIP-7215N 
DIP-92577E DIP-4597N DIP-192N 
DIP-92578E DIP-192N DIP-6667N 
DIP-92579E DIP-2251N DIP-192N 
DIP-92580E DIP-3028N DIP-1256N 
DIP-92582E DIP-6260N DIP-1259N 
DIP-92583E DIP-3988N DIP-1259N 
DIP-92584E DIP-1259N DIP-2250N 
DIP-92585E DIP-48N DIP-2697N 
DIP-92586E DIP-48N DIP-3988N 
DIP-92587E DIP-656N DIP-48N 
DIP-92588E DIP-7880N DIP-48N 
DIP-92589E DIP-48N DIP-2275N 
DIP-92590E DIP-6824N DIP-48N 
DIP-92591E DIP-48N DIP-6638N 
DIP-92628E DIP-5207N DIP-833N 
DIP-92599E DIP-1038N DIP-4980N 
DIP-92603E DIP-1212N DIP-2269N 
DIP-92604E DIP-2270N DIP-6341N 
DIP-92605E DIP-2270N DIP-3859N 
DIP-92608E DIP-536N DIP-3028N 
DIP-92610E DIP-1212N DIP-536N 
DIP-92612E DIP-742N DIP-536N 
DIP-92613E DIP-6260N DIP-536N 
DIP-92614E DIP-3988N DIP-536N 
DIP-92615E DIP-7648N DIP-536N 
DIP-92616E DIP-5377N DIP-536N 
DIP-92617E DIP-536N DIP-2917N 
DIP-92618E DIP-536N DIP-1605N 
DIP-92619E DIP-2250N DIP-536N 
DIP-92620E DIP-2292N DIP-536N 
DIP-92621E DIP-3028N DIP-833N 
DIP-92622E DIP-833N DIP-7970N 
DIP-92623E DIP-833N DIP-2333N 
DIP-92625E DIP-7880N DIP-833N 
DIP-92626E DIP-833N DIP-6472N 
DIP-92627E DIP-4322N DIP-833N 
DIP-92629E DIP-833N DIP-6667N 
DIP-92630E DIP-833N DIP-2567N 
DIP-92631E DIP-833N DIP-7215N 
DIP-92632E DIP-2292N DIP-833N 
DIP-92633E DIP-2251N DIP-662N 
DIP-92634E DIP-1271N DIP-3028N 
DIP-92635E DIP-4313N DIP-1271N 
DIP-92636E DIP-1271N DIP-4891N 
DIP-92637E DIP-1271N DIP-411N 
DIP-92638E DIP-197N DIP-6260N 
DIP-92639E DIP-6782N DIP-197N 
DIP-92641E DIP-197N DIP-8852N 
DIP-92642E DIP-2582N DIP-310N 
DIP-92644E DIP-2582N DIP-2704N 
DIP-92645E DIP-4911N DIP-2582N 
DIP-92646E DIP-2582N DIP-5561N 
DIP-92647E DIP-1329N DIP-2582N 
DIP-92648E DIP-2582N DIP-3988N 
DIP-92649E DIP-2582N DIP-2515N 
DIP-92650E DIP-7648N DIP-2582N 
DIP-92651E DIP-2582N DIP-2262N 
DIP-92653E DIP-2582N DIP-7880N 
DIP-92654E DIP-1714N DIP-2582N 
DIP-92655E DIP-4896N DIP-2582N 
DIP-92656E DIP-6667N DIP-2582N 
DIP-92657E DIP-2582N DIP-2266N 
DIP-92658E DIP-3916N DIP-2582N 
DIP-92659E DIP-2582N DIP-411N 
DIP-92660E DIP-2206N DIP-2582N 
DIP-92661E DIP-2582N DIP-6590N 
DIP-92662E DIP-2582N DIP-3859N 
DIP-92663E DIP-6435N DIP-3988N 
DIP-92664E DIP-7648N DIP-6435N 
DIP-92665E DIP-7880N DIP-6435N 
DIP-92666E DIP-6435N DIP-1714N 
DIP-92667E DIP-3859N DIP-6435N 
DIP-92671E DIP-2635N DIP-4988N DIP-6324N DIP-6435N DIP-1382N 
DIP-92672E DIP-1274N DIP-5377N 
DIP-92673E DIP-1274N DIP-2250N 
DIP-92674E DIP-1274N DIP-7215N 
DIP-92676E DIP-2722N DIP-2266N 
DIP-92677E DIP-411N DIP-2722N 
DIP-92678E DIP-1276N DIP-525N 
DIP-92679E DIP-1276N DIP-6260N 
DIP-92683E DIP-2704N DIP-6631N 
DIP-92685E DIP-3988N DIP-6631N 
DIP-92686E DIP-6631N DIP-656N 
DIP-92688E DIP-6631N DIP-6667N 
DIP-92690E DIP-6631N DIP-6638N 
DIP-92691E DIP-2106N DIP-3028N 
DIP-92693E DIP-2106N DIP-7648N 
DIP-92808E DIP-1667N DIP-110N 
DIP-92809E DIP-110N DIP-854N 
DIP-92810E DIP-2340N DIP-110N 
DIP-92811E DIP-2206N DIP-110N 
DIP-92812E DIP-110N DIP-2954N 
DIP-92813E DIP-2292N DIP-110N 
DIP-92814E DIP-2251N DIP-110N 
DIP-92815E DIP-6590N DIP-110N 
DIP-92843E DIP-1772N DIP-6773N 
DIP-92848E DIP-4702N DIP-6296N 
DIP-92849E DIP-6296N DIP-7880N 
DIP-92817E DIP-2251N DIP-5037N 
DIP-92818E DIP-2972N DIP-5037N 
DIP-92819E DIP-8093N DIP-5880N 
DIP-92820E DIP-4597N DIP-5880N 
DIP-92821E DIP-5880N DIP-4322N 
DIP-92822E DIP-411N DIP-5880N 
DIP-92823E DIP-5734N DIP-775N DIP-5753N DIP-4925N DIP-728N DIP-5357N DIP-4812N DIP-5880N DIP-4980N DIP-48N DIP-6369N 
DIP-92824E DIP-5880N DIP-7648N 
DIP-92825E DIP-48N DIP-728N DIP-2582N DIP-4611N DIP-4925N DIP-1181N DIP-5880N DIP-2936N 
DIP-92826E DIP-2356N DIP-1423N 
DIP-92828E DIP-2275N DIP-1423N 
DIP-92832E DIP-4702N DIP-1772N 
DIP-92833E DIP-5224N DIP-1772N 
DIP-92836E DIP-1772N DIP-5377N 
DIP-92837E DIP-2380N DIP-1772N 
DIP-92838E DIP-1772N DIP-6463N 
DIP-92840E DIP-7880N DIP-1772N 
DIP-92841E DIP-1772N DIP-4162N 
DIP-92844E DIP-2254N DIP-1772N 
DIP-92845E DIP-411N DIP-1772N 
DIP-92846E DIP-1772N DIP-2340N 
DIP-92847E DIP-2704N DIP-6296N 
DIP-92850E DIP-6590N DIP-6296N 
DIP-92851E DIP-4281N DIP-7648N 
DIP-92852E DIP-4281N DIP-656N 
DIP-92853E DIP-7880N DIP-4281N 
DIP-92855E DIP-4281N DIP-6667N 
DIP-92860E DIP-2731N DIP-1605N 
DIP-92861E DIP-2704N DIP-3856N 
DIP-92862E DIP-3856N DIP-7648N 
DIP-92863E DIP-3856N DIP-2356N 
DIP-92865E DIP-3856N DIP-4638N 
DIP-92866E DIP-979N DIP-3856N 
DIP-92867E DIP-4001N DIP-3856N 
DIP-92868E DIP-2567N DIP-3856N 
DIP-92869E DIP-4313N DIP-1306N 
DIP-92870E DIP-2279N DIP-1306N 
DIP-92871E DIP-656N DIP-1306N 
DIP-92872E DIP-2972N DIP-1306N 
DIP-92873E DIP-1306N DIP-2275N 
DIP-92874E DIP-1306N DIP-2917N 
DIP-92876E DIP-2250N DIP-1306N 
DIP-92877E DIP-2251N DIP-1306N 
DIP-92878E DIP-4361N DIP-1524N 
DIP-92879E DIP-7880N DIP-4361N 
DIP-92881E DIP-4361N DIP-6773N 
DIP-92882E DIP-967N DIP-8093N 
DIP-92883E DIP-2229N DIP-3028N 
DIP-92884E DIP-2697N DIP-2229N 
DIP-92885E DIP-3988N DIP-2229N 
DIP-92886E DIP-2229N DIP-7648N 
DIP-92887E DIP-7880N DIP-2229N 
DIP-92888E DIP-2229N DIP-14N 
DIP-92889E DIP-979N DIP-2229N 
DIP-92890E DIP-2395N DIP-2229N 
DIP-92891E DIP-411N DIP-2229N 
DIP-92892E DIP-3821N DIP-8093N 
DIP-92894E DIP-310N DIP-5220N 
DIP-92895E DIP-5220N DIP-656N 
DIP-92896E DIP-6782N DIP-5220N 
DIP-92897E DIP-5220N DIP-5207N 
DIP-92899E DIP-4679N DIP-1263N 
DIP-92900E DIP-1263N DIP-4053N 
DIP-92901E DIP-3028N DIP-1263N 
DIP-92902E DIP-1263N DIP-2704N 
DIP-92903E DIP-4911N DIP-1263N 
DIP-92904E DIP-1263N DIP-5561N 
DIP-92906E DIP-2252N DIP-1263N 
DIP-92907E DIP-1263N DIP-7648N 
DIP-92908E DIP-1263N DIP-2262N 
DIP-92909E DIP-5377N DIP-1263N 
DIP-92910E DIP-2380N DIP-1263N 
DIP-92913E DIP-1263N DIP-7880N 
DIP-92914E DIP-6472N DIP-1263N 
DIP-92915E DIP-6773N DIP-1263N 
DIP-92919E DIP-1263N DIP-6425N 
DIP-92920E DIP-1263N DIP-5184N 
DIP-92922E DIP-3916N DIP-1263N 
DIP-92923E DIP-1263N DIP-411N 
DIP-92925E DIP-6765N DIP-1263N 
DIP-92926E DIP-6328N DIP-1263N 
DIP-92927E DIP-1263N DIP-2292N 
DIP-92928E DIP-2212N DIP-1263N 
DIP-92929E DIP-5561N DIP-6451N 
DIP-92930E DIP-7648N DIP-6451N 
DIP-92931E DIP-1605N DIP-6451N 
DIP-92932E DIP-411N DIP-6451N 
DIP-92933E DIP-6451N DIP-4304N 
DIP-92934E DIP-310N DIP-1750N 
DIP-92936E DIP-1750N DIP-2704N 
DIP-92937E DIP-1750N DIP-6260N 
DIP-92938E DIP-1750N DIP-7880N 
DIP-92939E DIP-1750N DIP-2619N 
DIP-92940E DIP-1750N DIP-4638N 
DIP-92941E DIP-1750N DIP-2250N 
DIP-92942E DIP-1750N DIP-7215N 
DIP-92943E DIP-4571N DIP-2876N DIP-1750N DIP-5924N 
DIP-92947E DIP-2262N DIP-2333N 
DIP-92949E DIP-6773N DIP-2333N 
DIP-92950E DIP-2333N DIP-1172N 
DIP-92951E DIP-4853N DIP-2333N 
DIP-92952E DIP-2333N DIP-4350N 
DIP-92953E DIP-2561N DIP-5561N 
DIP-92954E DIP-6472N DIP-2561N 
DIP-92955E DIP-2561N DIP-6773N 
DIP-92956E DIP-5184N DIP-2561N 
DIP-92958E DIP-2343N DIP-310N 
DIP-92959E DIP-4313N DIP-2343N 
DIP-92960E DIP-2343N DIP-5561N 
DIP-92962E DIP-3988N DIP-2343N 
DIP-92963E DIP-2343N DIP-1104N 
DIP-92964E DIP-6463N DIP-2343N 
DIP-92965E DIP-2343N DIP-7880N 
DIP-92967E DIP-4713N DIP-2343N 
DIP-92968E DIP-2343N DIP-5184N 
DIP-92969E DIP-2343N DIP-4304N 
DIP-92970E DIP-1951N DIP-2343N 
DIP-92971E DIP-6386N DIP-2343N 
DIP-92972E DIP-2292N DIP-2343N 
DIP-92973E DIP-4080N DIP-1185N 
DIP-92974E DIP-1212N DIP-1185N 
DIP-92975E DIP-2704N DIP-1185N 
DIP-92976E DIP-2333N DIP-1185N 
DIP-92978E DIP-5224N DIP-1185N 
DIP-92979E DIP-1524N DIP-1185N 
DIP-92980E DIP-2515N DIP-1185N 
DIP-92982E DIP-1185N DIP-2262N 
DIP-92983E DIP-1185N DIP-5377N 
DIP-92984E DIP-2380N DIP-1185N 
DIP-92986E DIP-1185N DIP-2392N 
DIP-92987E DIP-7880N DIP-1185N 
DIP-92988E DIP-6609N DIP-1185N 
DIP-92989E DIP-6472N DIP-1185N 
DIP-92991E DIP-2537N DIP-1185N 
DIP-92992E DIP-4896N DIP-1185N 
DIP-92995E DIP-2254N DIP-1185N 
DIP-92996E DIP-1185N DIP-411N 
DIP-92517E DIP-2281N DIP-411N 
DIP-92596E DIP-6463N DIP-1038N 
DIP-92752E DIP-4313N DIP-5628N 
DIP-92829E DIP-411N DIP-1423N 
DIP-92911E DIP-5753N DIP-1263N 
DIP-92534E DIP-5207N DIP-1235N 
DIP-92593E DIP-5561N DIP-1038N 
DIP-92687E DIP-2275N DIP-6631N 
DIP-92791E DIP-5224N DIP-110N 
DIP-92522E DIP-310N DIP-1235N 
DIP-92569E DIP-1253N DIP-6667N 
DIP-92601E DIP-2251N DIP-658N 
DIP-92624E DIP-7648N DIP-833N 
DIP-92652E DIP-1104N DIP-2582N 
DIP-92689E DIP-4001N DIP-6631N 
DIP-92714E DIP-2319N DIP-6782N 
DIP-92830E DIP-2250N DIP-1423N 
DIP-92856E DIP-4001N DIP-4281N 
DIP-92921E DIP-1263N DIP-2266N 
DIP-92961E DIP-2343N DIP-4891N 
DIP-92985E DIP-1104N DIP-1185N 
DIP-92504E DIP-2515N DIP-2281N 
DIP-92592E DIP-5635N DIP-48N 
DIP-92680E DIP-2333N DIP-1277N 
DIP-92768E DIP-1432N DIP-2323N DIP-6302N DIP-2530N 
DIP-92857E DIP-6824N DIP-4281N 
DIP-92898E DIP-5220N DIP-6824N 
DIP-92944E DIP-5377N DIP-6267N 
DIP-92506E DIP-2281N DIP-5377N 
DIP-92521E DIP-2281N DIP-2251N 
DIP-92531E DIP-1235N DIP-7880N 
DIP-92563E DIP-2697N DIP-5915N 
DIP-92611E DIP-2279N DIP-536N 
DIP-92643E DIP-1212N DIP-2582N 
DIP-92669E DIP-411N DIP-6435N 
DIP-92682E DIP-2292N DIP-1277N 
DIP-92692E DIP-2106N DIP-3988N 
DIP-92723E DIP-2266N DIP-2319N 
DIP-92842E DIP-213N DIP-1772N 
DIP-92859E DIP-3028N DIP-2731N 
DIP-92880E DIP-6472N DIP-4361N 
DIP-92924E DIP-2250N DIP-1263N 
DIP-92946E DIP-6267N DIP-4534N 
DIP-92957E DIP-2254N DIP-2561N 
DIP-92981E DIP-7648N DIP-1185N 
DIP-92518E DIP-2281N DIP-4862N 
DIP-92598E DIP-5184N DIP-1038N 
DIP-92675E DIP-310N DIP-2722N 
DIP-92694E DIP-5207N DIP-2106N 
DIP-92696E DIP-2340N DIP-2106N 
DIP-92697E DIP-910N DIP-2704N 
DIP-92701E DIP-2317N DIP-5117N 
DIP-92702E DIP-2319N DIP-4053N 
DIP-92704E DIP-2319N DIP-3025N 
DIP-92705E DIP-2319N DIP-3028N 
DIP-92706E DIP-2319N DIP-2279N 
DIP-92707E DIP-2319N DIP-742N 
DIP-92708E DIP-6260N DIP-2319N 
DIP-92709E DIP-2319N DIP-1524N 
DIP-92710E DIP-2319N DIP-3988N 
DIP-92711E DIP-2319N DIP-2262N 
DIP-92712E DIP-5377N DIP-2319N 
DIP-92713E DIP-2319N DIP-1102N 
DIP-92715E DIP-2319N DIP-41N 
DIP-92717E DIP-2319N DIP-2619N 
DIP-92718E DIP-1605N DIP-2319N 
DIP-92719E DIP-2319N DIP-14N 
DIP-92720E DIP-4638N DIP-2319N 
DIP-92721E DIP-5207N DIP-2319N 
DIP-92722E DIP-2319N DIP-6667N 
DIP-92724E DIP-2319N DIP-411N 
DIP-92725E DIP-8852N DIP-2319N 
DIP-92726E DIP-2319N DIP-854N 
DIP-92727E DIP-2319N DIP-2340N 
DIP-92728E DIP-7215N DIP-2319N 
DIP-92729E DIP-2319N DIP-2212N 
DIP-92730E DIP-3025N DIP-3817N 
DIP-92731E DIP-6341N DIP-3817N 
DIP-92732E DIP-4313N DIP-3817N 
DIP-92733E DIP-3817N DIP-2697N 
DIP-92734E DIP-2704N DIP-3817N 
DIP-92736E DIP-3817N DIP-7648N 
DIP-92737E DIP-3817N DIP-5377N 
DIP-92738E DIP-3817N DIP-7880N 
DIP-92739E DIP-3817N DIP-3859N 
DIP-92742E DIP-3817N DIP-4638N 
DIP-92744E DIP-6667N DIP-3817N 
DIP-92745E DIP-3817N DIP-411N 
DIP-92746E DIP-2250N DIP-3817N 
DIP-92747E DIP-854N DIP-3817N 
DIP-92748E DIP-3817N DIP-2340N 
DIP-92749E DIP-3817N DIP-2206N 
DIP-92750E DIP-310N DIP-5628N 
DIP-92756E DIP-5628N DIP-7880N 
DIP-92757E DIP-5628N DIP-5117N 
DIP-92758E DIP-2619N DIP-5628N 
DIP-92759E DIP-5628N DIP-6824N 
DIP-92761E DIP-8852N DIP-5628N 
DIP-92762E DIP-5635N DIP-5628N 
DIP-92763E DIP-2392N DIP-2323N 
DIP-92764E DIP-2917N DIP-2323N 
DIP-92765E DIP-8852N DIP-2323N 
DIP-92766E DIP-2340N DIP-2323N 
DIP-92767E DIP-2292N DIP-2323N 
DIP-92769E DIP-2323N DIP-8093N 
DIP-92770E DIP-6782N DIP-2323N 
DIP-92771E DIP-6496N DIP-8324N 
DIP-92772E DIP-6496N DIP-2697N 
DIP-92773E DIP-6496N DIP-2279N 
DIP-92776E DIP-6496N DIP-2275N 
DIP-92777E DIP-4322N DIP-6496N 
DIP-92778E DIP-411N DIP-6496N 
DIP-92779E DIP-8852N DIP-6496N 
DIP-92780E DIP-5635N DIP-6496N 
DIP-92781E DIP-2251N DIP-6496N 
DIP-92782E DIP-7648N DIP-1292N 
DIP-92783E DIP-1292N DIP-2250N 
DIP-92784E DIP-3028N DIP-110N 
DIP-92786E DIP-2279N DIP-110N 
DIP-92787E DIP-5561N DIP-110N 
DIP-92788E DIP-4702N DIP-110N 
DIP-92789E DIP-110N DIP-2333N 
DIP-92790E DIP-110N DIP-1329N 
DIP-92792E DIP-7648N DIP-110N 
DIP-92793E DIP-4376N DIP-110N 
DIP-92794E DIP-110N DIP-4296N 
DIP-92795E DIP-110N DIP-1104N 
DIP-92796E DIP-7880N DIP-110N 
DIP-92797E DIP-110N DIP-6609N 
DIP-92798E DIP-110N DIP-1605N 
DIP-92799E DIP-4322N DIP-110N 
DIP-92800E DIP-110N DIP-6426N 
DIP-92801E DIP-1587N DIP-110N 
DIP-92802E DIP-110N DIP-4896N 
DIP-92803E DIP-2254N DIP-110N 
DIP-92804E DIP-110N DIP-411N 
DIP-92805E DIP-110N DIP-2250N 
DIP-92806E DIP-6386N DIP-110N 
DIP-92807E DIP-110N DIP-2293N 
DIP-92831E DIP-310N DIP-1772N 
DIP-92875E DIP-1306N DIP-6824N 
DIP-92912E DIP-6782N DIP-1263N 
DIP-92990E DIP-1505N DIP-1185N 
DIP-92703E DIP-8093N DIP-2319N 
DIP-92735E DIP-3817N DIP-6260N 
DIP-92740E DIP-3817N DIP-2619N 
DIP-92755E DIP-5628N DIP-2356N 
DIP-92785E DIP-2697N DIP-110N 
DIP-92743E DIP-5207N DIP-3817N 
DIP-92948E DIP-7880N DIP-2333N 
DIP-92993E DIP-1185N DIP-5184N 
DIP-92502E DIP-2281N DIP-5561N 
DIP-92503E DIP-2333N DIP-2281N 
DIP-92519E DIP-2281N DIP-2250N 
DIP-92520E DIP-2292N DIP-2281N 
